Brand  ,Name of the product,Price,Purpose,Description,  Time of Use (AM or PM)  ,How often to be used a week,Key Ingredients,Ingredients,How to use (skin),PH Level,Skin Type,Is it safe for sensitive skin?,Age target,Helps with,Results showing in the period,What product should not be used together,UV sensitivity increase,How much to apply,Function,
LA ROCHE POSAY  ,EFFACLAR ASTRINGENT TONER FOR OILY SKIN,23.99 $ ,Treat  ,"MICRO-EXFOLIATING ASTRINGENT TONER: This toner for oily skin acts like a pore minimizer and helps visibly reduce the look of pores. Formulated with micro-exfoliating lipo-hydroxy acid, this toner refines skin texture, and unblocks and tightens pores. Tested on acne-prone skin (non comedogenicity test).
- Toner for oily skin exfoliates and smooths skin texture
- Helps unblock and reduce the look of pores
- Clear, refreshing micro-exfoliant",  AM/PM  ,No restrictions,"Lipo-Hydroxy Acid
La Roche-Posay Thermal Spring Water",AQUA / WATER / EAU • ALCOHOL DENAT. • GLYCERIN • SODIUM CITRATE • PROPYLENE GLYCOL • DISODIUM EDTA • CAPRYLOYL SALICYLIC ACID • CITRIC ACID • PARFUM / FRAGRANCE,Clean  ,N/A  ,"Sensitive, oily, acne-prone  ",Yes  ,Any  ,Hydration; Control excess oil;  Reduce blemishes  ,N/A  ,N/A  ,No  ,Satured cotton pad   ,Reduce the bacteria  ,
LA ROCHE POSAY  ,"

HYALU B5 PURE HYALURONIC ACID SERUM",29.99 $ ,Hydrate  ,"ANTI-AGING CONCENTRATE, REPAIRING, REPLUMPING:This ultra hydrating hyaluronic acid face and neck serum leaves skin feeling plump to the touch and repairs by replenishing skin’s natural moisture barrier. This serum combines concentrated pure hyaluronic acid, madecassoside and vitamin B5 for optimal effectiveness while also being suitable for sensitive skin.",  AM/PM  ,No restrictions  ,"Dermatological Ingredient: Pure hyaluronic acid
Booster: Madecassoside
Buffer: Vitamin B5",AQUA / WATER • GLYCERIN • ALCOHOL DENAT. • PROPYLENE GLYCOL • PANTHENOL • PENTYLENE GLYCOL • DIMETHICONE • PEG-6 CAPRYLIC/CAPRIC GLYCERIDES • PPG-6-DECYLTETRADECETH-30 • GLYCERYL ISOSTEARATE • MADECASSOSIDE • SODIUM HYALURONATE • AMMONIUM POLYACRYLOYLDIMETHYL TAURATE • DISODIUM EDTA • HYDROLYZED HYALURONIC ACID • CAPRYLYL GLYCOL • CITRIC ACID • XANTHAN GUM • BUTYLENE GLYCOL • TOCOPHEROL • PHENOXYETHANOL • PARFUM / FRAGRANCE,Clean,N/A  ,"Dehydrated, Sensitive  ",Yes  ,Any  ,"Hydration,Aging,Soothing  ",N/A  ,N/A  ,No  ,3 drops  ,Hydrate  ,
Neutrogena  ,Clear Pore Cleanser/Mask,8.49 $ ,Clean  ,"
DETAILS
Benefits

Our dermatologist-tested formula features the acne-fighting power of Benzoyl Peroxide, which kills bacteria and treats existing breakouts. This breakthrough acne-fighting formula can be used two ways—as a daily face cleanser or a face mask.

Whether you use it as a daily facial cleanser to kill bacteria or as an intensive mask for deep cleansing and extra shine control, you’ll feel the cooling intensity build as it penetrates into the pores. Plus, it rinses clean so your skin is left feeling smooth.

Cleanses away dirt, oil, grime, impurities, and bacteria
3.5% Benzoyl Peroxide
Kills breakout causing bacteria",  AM/PM  ,3,3.5% Benzoyl Peroxide  ,"Water, Glycerin, Kaolin, Bentonite, Sodium Methyl Cocoyl Taurate, Titanium Dioxide, Citric Acid, Xanthan Gum, Benzyl Alcohol, Sodium Citrate, Fragrance, Disodium EDTA, Menthol
",Damp  ,N/A  ,"Acne-prone, Blemishes  ",No  ,Any  ,Clearer skin  ,N/A  ,N/A  ,Yes  ,Pea-sized  ,Exfoliate  ,
LA ROCHE POSAY  ,TOLERIANE ULTRA MOISTURIZING CREAM,29.99 $ ,Moisturize  ,"Tested on allergy-prone skin, this comforting cream helps restore skin’s protective moisture barrier. Formulated without ingredients that may cause potential irritation such as preservatives, parabens, fragrance, or drying alcohol.
0% preservative, paraben, fragrance, or drying alcoholProvides instant and long-lasting comfortAir-tight packaging ensures no outside contaminants get insideComforting cream texture",  AM/PM  ,No restrictions  ,"La Roche-Posay Thermal Spring Water
Neurosensine
Shea butter","WATER, ISOCETYL STERATE, SQUALANE, BUTYROSPERMUM PARK, BUTTER / SHEA BUTTER, DIMETHICONE, GLYCERIN, ALUMINUM STARCH OCTENYLSUCCINATE, PENTYLENE GLYCOL, PEG-100 STEARATE, GLYCERYL STEARATE, CETYL ALCOHOL, SODIUM HYDROXIDE, ACETYL DIPEPTIDE-1, CETYL ESTER, TOLUENE SULFONIC ACID, DIMETHICONOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, CITRIC ACID","Clean, treated  ",N/A  ,Allergy-prone  ,Yes  ,Any  ,"Hydration, Soothing skin     ",N/A  ,N/A  ,No  ,Pea-sized  ,Soothe  ,
LA ROCHE POSAY  ,LIPIKAR BALM AP+ MOISTURIZER FOR DRY SKIN,19.99 $ ,Moisturize  ,"This body cream moisturizer for dry skin to extra dry skin features a unique prebiotic action on the skin microbiome. It is clinically shown to reduce dry, rough skin and provide daily relief. Accepted by the National Eczema Association. Suitable for babies as young as two weeks. From the  1 Body Care brand in European Pharmacies*.
Moisturizer for dry to very dry skin that replenishes skin's essential lipids
Provides long-lasting, 48-hour hydrationSuitable for babies as young as two weeksDaily relief for dry to very dry skinRich, comforting balm texture with a non-greasy and non-sticky finishSuitable for dry to very dry hands",  AM/PM  ,No restrictions  ,"La Roche-Posay Prebiotic Thermal Water
Shea Butter
Glycerin
Niacinamide",AQUA / WATER • BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER • GLYCERIN • DIMETHICONE • NIACINAMIDE • PARAFFINUM LIQUIDUM / MINERAL OIL • CETEARYL ALCOHOL • BRASSICA CAMPESTRIS OLEIFERA OIL / RAPESEED SEED OIL • AMMONIUM • POLYACRYLDIMETHYLTAURAMIDE / AMMONIUM POLYACRYLOYLDIMETHYL TAURATE • PEG-100 STEARATE • GLYCERYL STEARATE • PEG-20 METHYL GLUCOSE SESQUISTEARATE • CERA MICROCRISTALLINA / MICROCRYSTALLINE WAX • PARAFFIN • SORBITAN TRISTEARATE • DIMETHICONOL • MANNOSE • DISODIUM EDTA • CAPRYLOYL GLYCINE • VITREOSCILLA FERMENT • XANTHAN GUM • PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE • SODIUM BENZOATE,"Clean, treated  ",N/A  ,"Extra-dry, uneven skin texture  ",Yes  ,Baby  ,Hydration; Skin texture improvement; Soothing  ,N/A  ,N/A  ,No  ,Pea-sized  ,Seal the moisture  ,
Neutrogena  ,"Oil-Free Face Moisturizer for Sensitive Skin, Fragrance-Free, Non-Comedogenic",11.99 $ ,Moisturize  ,"Our lightweight, water-based formula is gentle, yet effective, for even sensitive skin and won’t leave your face feeling greasy or looking shiny. Extra gentle, and oil-free, it’s dermatologist-tested. Plus it contains no drying alcohol, so it won’t dry out your skin.

Non-comedogenic (won't clog pores)
Hypoallergenic",  AM/PM  ,No restrictions  ,N/A,"Water, Glycerin, Ethylhexyl Palmitate, Dimethicone, Petrolatum, Cyclomethicone, Soybean (Glycine Soja) Sterols , Isopropyl Isostearate, Cetyl Alcohol, PEG-10 Soy Sterol, Glyceryl Stearate, PEG-100 Stearate, C12-15 Alkyl Benzoate, Carbomer, Tetrasodium EDTA, Sodium Hydroxide, Diazolidinyl Urea, Ethylparaben, Methylparaben, Propylparaben","Clean, treated  ",N/A  ,"Oily, sensitive  ",Yes  ,Any  ,Hydration; Skin texture improvement; Control excess oil  ,N/A  ,N/A  ,No  ,Grape-sized  ,Seal the moisture  ,
innisfree  ,Pore clearing facial scrub foam,12.00 $ ,Clean  ,"A deeply exfoliating, lathering scrub that’s so effective, you should only use it once or twice a week to
help remove dead skin cells and deeply cleanse skin of impurities.

We blended in our Jeju Volcanic Cluster, whose micro-particles are smaller than pores to help naturally remove sebum
for a clearer, more shine-free complexion.",  AM/PM  ,No restrictions  ,"Volcanic Cluster
Lactic Acid","Water / Aqua / Eau, Glycerin, Myristic Acid, Stearic Acid, PEG-32, Potassium Hydroxide, Butylene Glycol, Palmitic Acid, Lauric Acid, Hydrated Silica, Lauryl Glucoside, Glyceryl Stearate, PEG-100 Stearate, Cocamidopropyl Betaine, Fragrance / Parfum, Zea Mays (Corn) Starch, Polyquaternium-7, Sodium Chloride, Mannitol, Microcrystalline Cellulose, Disodium Edta, Sodium Benzoate, Volcanic Ash, Silica, Lactic Acid.",Dirty  ,N/A  ,"Combination, Oily, Pores  ",Yes  ,Any  ,"Hydration, smaller pores  ",N/A  ,N/A  ,No  ,Pea-sized  ,Control oil  ,
Innisfree  ,Green Tea Hydrating Cleansing Foam,10.00 $ ,Clean  ,"A creamy cleansing foam with Jeju green tea that hydrates skin while whisking away dirt and impurities, leaving skin feeling refreshedIngredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban. This product also comes in recyclable packaging.

What Else You Need to Know: Lather up this creamy foam infused with hydrating green tea grown on innisfree's USDA-certified organic (Control Union Certifications CUC) fields on Jeju Island, Korea for skin that feels clean, soft, and hydrated. A naturally-derived surfactant from green tea root gives this cleanser its rich, micro-fine bubbles.
",  AM/PM  ,No restrictions  ,"Jeju Green Tea Extract: Replenishes hydration.
Jeju Green Tea Root Extract: A natural surfactant that helps deliver a gentle cleanse using microbubbles.","Water / Aqua / Eau, Glycerin, Myristic Acid, Stearic Acid, Peg-32, Potassium Hydroxide, Palmitic Acid, Lauric Acid, Lauryl Glucoside, Propanediol, Glyceryl Stearate, Peg-100 Stearate, Fragrance / Parfum, Polyquaternium-7, 1,2-Hexanediol, Disodium Edta, Sodium Benzoate, Ethylhexylglycerin, Camellia Sinensis Leaf Water, Camellia Sinensis Leaf Extract, Butylene Glycol, Lactic Acid, Alcohol, Camellia Sinensis Root Extract, Phenoxyethanol.",Dirty  ,N/A  ,Any  ,Yes  ,Any  ,"Hydration, Soothing skin     ",N/A  ,N/A  ,No  ,Pea-sized  ,Cleanse  ,
Innisfree  ,Fermented Soybean Firming Energy Essence,39.00 $ ,Treat  ,"A hydrating essence that helps visibly improve the skin's firmness, brightness, tone, smoothness, dewiness and moisture barrier.

Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product comes in recyclable packaging.",  AM/PM  ,No restrictions  ,"Fermented Soybean Extract: Antioxidant-rich, anti-aging concentrate that helps lift and firm the appearance of the skin.
Fermented Soybean Oil: Full of essential amino acids to help nourish and strengthen the skin's moisture barrier to leave the skin feeling smoother.
Oat Kernel Extract: Helps to soften and soothe the appearance of the skin.","Water, Propanediol, Bacillus/Soybean Ferment Extract, Arbutin, Polyglycerin-3, 1,2-Hexanediol, Ppg-13-Decyltetradeceth-24, Betaine, Sodium Polyacrylate, Avena Sativa (Oat) Kernel Extract, Ethylhexylglycerin, Disodium Edta, Adenosine, Hydroxypropyl Cyclodextrin, Phenoxyethanol.",Clean  ,N/A  ,"Dull skin, dry  ",Yes  ,Any  ,"Hydration, Even skin texture   ",N/A  ,N/A  ,No  ,2-3 drops  ,Hydrate  ,
innisfree  ,Tangerine Brightening & Pore-Refining Moisturizer,33.00 $ ,Moisturize  ,"A fresh cream, with vitamin C from Jeju tangerines, which perks up skin’s bright appearance while helping even the look of tone, texture, and pores. Feel a burst of juicy hydration as you smooth on this skin-cushioning gel-cream. It’s formulated with tangerine peels harvested on Jeju Island, South Korea, which contain four times more vitamin C than the fruit’s flesh to help encourage a bright, even complexion while it cares for pores.
",  AM/PM  ,No restrictions  ,Tangerine Peel Extract: Helps brighten and even out the complexion,"Water, Citrus Unshiu Peel Extract, Cyclopentasiloxane, Propanediol, Glycerin, Butylene Glycol, Cyclohexasiloxane, Arbutin, Cetyl Ethylhexanoate, Hydrogenated Polyisobutene, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetearyl Alcohol, Dimethiconol, Glyceryl Stearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Polyacrylate-13, Peg-100 Stearate, Phenoxyethanol, Fragrance, Stearic Acid, Polyisobutene, Hydrogenated Lecithin, Glyceryl Caprylate, Polyglyceryl-3 Methylglucose Distearate, Ethylhexylglycerin, Disodium Edta, Polysorbate 20, Camellia Japonica Leaf Extract, Camellia Sinensis Leaf Extract, Opuntia Coccinellifera Fruit Extract, Orchid Extract, Sorbitan Isostearate, Ascorbyl Glucoside.","Clean, treated  ",N/A  ,"Dull skin, uneven skin texture  ",Yes  ,Any  ,"Hydration, smaller pores  ",N/A  ,N/A  ,No  ,Pea-sized  ,Seal the moisture  ,
LA ROCHE POSAY  ,EFFACLAR MAT MATTIFYING MOISTURIZER,31.99 $ ,Moisturize  ," This mattifying moisturizer for oily skin targets excess oil to mattify skin and refine pores. Formulated with micro-exfoliating lipo-hydroxy acid, this oily skin moisturizer hydrates skin while leaving it looking and feeling matte.
Mattifying moisturizer visibly reduces the look of poresSebulyse technology provides dual action targeting by reducing shine and large poresOily skin moisturizer smooths skin textureExcellent base for make-up",  AM/PM  ,No restrictions  ,"Sebulyse Technology
Lipo-Hydroxy Acid
Perlite
Silica
La Roche-Posay Thermal Spring Water",AQUA / WATER • GLYCERIN • DIMETHICONE • ISOCETYL STEARATE • ALCOHOL DENAT. • SILICA • DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER • ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER • METHYL METHACRYLATE CROSSPOLYMER • BUTYLENE GLYCOL • PEG-100 STEARATE • COCAMIDE MEA • SARCOSINE • GLYCERYL STEARATE • TRIETHANOLAMINE • ISOHEXADECANE • PERLITE • CAPRYLOYL SALICYLIC ACID • TETRASODIUM EDTA • PENTYLENE GLYCOL • POLYSORBATE 80 • ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER • SALICYLIC ACID • PARFUM / FRAGRANCE.,"Clean, treated  ",N/A  ,"Oily, Dry  ",Yes  ,Any  ,"Hydration, Smaller pores, Control excess oil  ",N/A  ,N/A  ,No  ,Pea-sized  ,Seal the moisture  ,
LA ROCHE POSAY  ,TOLERIANE DOUBLE REPAIR FACIAL MOISTURIZER WITH SPF,19.99 $ ,Moisturize + Sunscreen  ,"iscover Prebiotic Skincare. This oil-free facial moisturizer with SPF works in two ways: replenishes moisture and helps restore the skin's natural protective barrier. Sunscreen moisturizer for sensitive skin provides broad spectrum UVA/UVB protection.
Facial moisturizer with SPF provides all-day hydration and broad spectrum UVA/UVB protection
Has a unique prebiotic action on the skin microbiome and restores healthy looking skin
Sunscreen moisturizer that helps restore the skin barrier after 1 hour
Lightweight lotion texture leaves skin feeling smooth",  AM  ,No restrictions  ,"Ceramide-3
Niacinamide
Glycerin
La Roche-Posay Prebiotic Thermal Water",WATER (LA ROCHE-POSAY PREBIOTIC THERMAL WATER) • GLYCERIN • SILICA • DIMETHICONE • NIACINAMIDE • PEG-100 STEARATE • GLYCERYL STEARATE • STEARIC ACID • STEARYL ALCOHOL • ALLANTOIN • CERAMIDE NP • DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER • SODIUM HYDROXIDE • MYRISTIC ACID • MYRISTYL ALCOHOL • PALMITIC ACID • AMMONIUM POLYACRYLOYLDIMETHYL TAURATE • DISODIUM EDTA • CAPRYLOYL GLYCINE • CAPRYLYL GLYCOL • CITRIC ACID • XANTHAN GUM • T-BUTYL ALCOHOL • CETYL ALCOHOL • TOCOPHEROL,"Clean, treated  ",N/A  ,"Oily, Dry, Sensitive  ",Yes  ,Any  ,"Hydration, Protect against sun  ",N/A  ,N/A  ,No  ,Pea-sized  ,Seal the moisture  ,
Youth to the people  ,Superfood Antioxidant Cleanser,36.00 $ ,Clean  ," An award-winning face wash with cold-pressed antioxidants to remove makeup, prevent buildup in pores, and support skin’s pH balance.
 This daily green juice face cleanser is formulated with a proprietary superfood-extract blend of kale, spinach, and green tea. Effective for both single and double cleansing, this antioxidant-rich formula is sulfate- and alcohol-free to cleanse skin without drying for optimal pH balance.",  AM/PM  ,No restrictions  ,"Kale: Rich in skin-loving phytonutrients and vitamins C, E, and K to support skin and leave it visibly glowing.
Spinach: A lightweight skin soother with cooling properties and rich with conditioning essential fatty acids.
Green Tea: An antioxidant-rich powerhouse that fights visible signs of aging.","Water/Aqua/Eau (Aqua), Sodium Cocoyl Glutamate, Cocamidopropyl Betaine, Panthenol (Vitamin B5), Tocopheryl Acetate (Vitamin E), Ascorbic Acid (Vitamin C), Butylene Glycol, Brassica Oleracea (Kale) Leaf Extract, Spinacia Oleracea (Spinach) Leaf Extract, Camellia Sinensis (Green Tea) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Medicago Sativa (Alfalfa) Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Lecithin, Hydroxypropyl Methylcellulose, Phenoxyethanol, Potassium Sorbate, Glycerin, Sodium Benzoate, Natural Fragrance, CI 75810 (Chlorophyll).",Dirty  ,N/A  ,"Dry, Uneven skin texture  ",Yes  ,Any  ,"Hydration, smaller pores  ",N/A  ,N/A  ,No  ,Pea-sized  ,Cleanse  ,
CLINIQUE  ,Take The Day Off Cleansing Balm,31.00 $ ,Clean  ," A gentle, effective makeup remover that transforms from a balm to a silky oil, melting away face and eye makeup and sunscreen.
This makeup remover effortlessly dissolves even the most tenacious makeup and sunscreen. Its non-greasy, non-drying, lightweight formula nourishes skin, cleanses thoroughly, and rinses off completely, so all that’s left is a fresh, visible, dewy glow. It’s great for sensitive skin, too.",  AM/PM  ,No restrictions  ,N/A,"Ethylhexyl Palmitate , Carthamus Tinctorius (Safflower) Seed Oil , Caprylic/Capric Triglyceride, Sorbeth-30 Tetraoleate , Polyethylene , Peg-5 Glyceryl Triisostearate , Water , Tocopherol , Phenoxyethanol.",Dirty  ,N/A  ,Any  ,Yes  ,Any  ,"Hydration, clearer skin  ",N/A  ,N/A  ,No  ,Grape-sized  ,Remove makeu-up  ,
CLINIQUE  ,Clinique Smart™ Custom-Repair Serum,62.00 $ ,Treat  ,"This serum uses patented Clinique Smart*™ technology to deliver custom repair for the damage unique to your skin. A blend of peptides, glucosamine, and salicylic acid help refine the look of fine lines, while botanicals and vitamin C help visibly reduce the appearance of dark spots and discoloration. Skin is left with improvements, including a more uniform tone, visibly diminished lines, and refined texture.
A breakthrough serum that visibly improves signs of aging.",  AM/PM  ,No restrictions  ,N/A,"Water, Isododecane, Dimethicone, Cyclopentasiloxane, Polysilicone-11, Butylene Glycol, Ascorbyl Glucoside, Peg-10 Dimethicone, Peg-6, Citrus Grandis (Grapefruit) Peel Extract, Morus Nigra (Mulberry) Root Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Scutellaria Baicalensis Root Extract, Cucumis Sativus (Cucumber) Fruit Extract, Algae Extract, Plankton Extract, Vitis Vinifera (Grape) Fruit Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Triticum Vulgare (Wheat) Germ Extract, Glycerin, Oryza Sativa (Rice) Bran Extract, Yeast Extract\Faex\Extrait De Levure, Acetyl Hexapeptide-8, Palmitoyl Oligopeptide, Ergothioneine, Whey Protein\Lactis Protein\Protéine Du Petit-Lait, Polysorbate 20, Micrococcus Lysate, Cholesterol, Di-C12-18 Alkyl Dimonium Chloride, Salicylic Acid, Isohexadecane, Propylene Glycol Dicaprate, Helianthus Annuus (Sunflower) Seedcake, Caffeine, Glycine Soja (Soybean) Protein, Tocopheryl Acetate, Acetyl Glucosamine, Caprylyl Glycol, Glyceryl Polymethacrylate, Dimethoxytolyl Propylresorcinol, Synthetic Fluorphlogopite, Glycyrrhetinic Acid, Tromethamine, Polysorbate 80, Sodium Hyaluronate, Sodium Rna, Squalane, Aminopropyl Ascorbyl Phosphate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Peg-8, Lecithin, Hexylene Glycol, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Sodium Hydroxide, Tin Oxide, Disodium Edta, Arabidopsis Thaliana Extract, Phenoxyethanol, Yellow 5 (CI 19140), Red 4 (CI 14700), Titanium Dioxide (CI 77891).","Clean,hydrated  ",N/A  ,"Aging, Fine lines  ",Yes  ,Any  ,Hydration; Anti-aging; Plump skin  ,N/A  ,N/A  ,No  ,Pea-sized  ,Renews cells  ,
LANEIGE  ,Lip Sleeping Mask,22.00 $ ,Moisturize  ,"Lip Sleeping Mask has a softening balm texture that closely adheres to lips for quick absorption. Enriched with vitamin C and antioxidants, its Berry Mix Complex™ offers a nutritiously sweet and fragrant blend of raspberry, strawberry, cranberry, and blueberry extracts to indulge the senses. Its exclusive Moisture Wrap™ technology boasts hyaluronic acid and minerals to form a protective film over the lips to lock in moisture and active ingredients. A generous layer of this soothing mask at bedtime helps reduce flakiness so you can wake up to lips that feel refreshed, supple, and soft to the touch.
What it is formulated WITHOUT:",  PM  ,No restrictions  ," Moisture Wrap™ Technology: Features a mineral network of moisture-rich beta-glucan to form an eight-hour time-release moisturizing layer over skin; locks in active ingredients and mineral water.
-Berry Mix Complex™: Rich in vitamin C and antioxidants from a nutritious blend of raspberries, strawberries, cranberries, goji berries, and blueberries to soothe and soften, revealing smooth, supple lips.","
Diisostearyl Malate, Hydrogenated Polyisobutene, Phytosteryl / Isostearyl / Cetyl / Stearyl / Behenyl Dimer Dilinoleate, Hydrogenated Poly(C6-14 Olefin), Polybutene, Microcrystalline Wax / Cera Microcristallina / Cire Microcristalline, Butyrospermum Parkii (Shea) Butter, Synthetic Wax, Euphorbia Cerifera (Candelilla) Wax / Candelilla Cera / Cire de Candelilla, Sucrose Tetrastearate Triacetate, Butylene / Ethylene / Styrene Copolymer, Ethylene / Propylene / Styrene Copolymer, Mica (CI 77019), Astrocaryum Murumuru Seed Butter, Titanium Dioxide (CI 77891), Dimethicone, Fragrance / Parfum, Polyglyceryl-2 Diisostearate, Dehydroacetic Acid, Methicone, Copernicia Cerifera (Carnauba) Wax / Cera Carnauba / Cire de Carnauba, Polyglyceryl-2 Triisostearate, Yellow 6 Lake (CI 15985), Red 6 (CI 15850), Polyhydroxystearic Acid, Water, Potassium Alginate, Propanediol, Glycerin, Alcohol, Lycium Chinense Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Sapindus Mukorossi Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Rubus Chamaemorus Seed Extract, Coffea Arabica (Coffee) Seed Extract, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Calcium Chloride, Sodium Hyaluronate, Beta-Glucan, Manganese Sulfate, Zinc Sulfate, Ascorbyl Glucoside.",Clean  ,N/A  ,Dry  ,Yes  ,Any  ,"Hydration, plump skin  ",N/A  ,N/A  ,No  ,Pea-sized  ,Renews cells  ,
Fresh  ,Sugar Lip Polish Exfoliator,24.00 $ ,Treat  ,"The roughest dry lips are no match for this conditioning scrub. It removes flakes with brown sugar crystals, natural humectants, and blankets lips with shea butter and jojoba oil to maintain moisture for six hours. Lips are left incredibly smooth, making it the perfect prep step before lipstick.",  AM/PM  ,No restrictions  ,N/A,"Sucrose, Simmondsia Chinensis (Jojoba) Seed Oil, Isononyl Isononanoate, Hydrogenated Castor Oil, Molasses, Ethylene/ Propylene/Styrene Copolymer, Fragrance, Silica, Butyrospermum Parkii (Shea Butter), Limnanthes Alba (Meadowfoam) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Tocopheryl Acetate, Butylene/Ethylene/Styrene Copolymer, BHT, Citric Acid, Phenoxyethanol, Limonene, Citral, Benzyl Alcohol.",Clean  ,N/A  ,Uneven skin texture  ,Yes  ,Any  ,Clearer skin  ,N/A  ,N/A  ,No  ,Pea-sized  ,Exfoliate  ,
